i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32
20,GTEX-11DYG-1326-SM-5N9DO,0.1810255853115324,0.0022000108642511815,0.02045195284914987,0.018985278939649086,0.005595089358465968,0.0023629746319734912,0.4263132163615623,0.021647020479113478,0.13580313976859146,0.0022271714922048997,0.009071649736541908,0.004237057960780053,0.0022543321201586182,0.004454342984409799,0.0005432125590743659,0.002417295887880928,0.004264218588733771,0.005106198055299039,0.003938291053289152,0.020207507197566407,0.0,0.00032592753544461947,0.014232169047748384,0.001874083328806562,0.004535824868270954,0.00016296376772230973,0.027269270465533162,0.004590146124178391,0.0025530990276495195,0.0619262317344777,0.006301265685262643,0.0031234722146776034
21,GTEX-11DZ1-0011-R8b-SM-DNZZI,0.23379214043486934,0.0030919609016556954,0.09545182525433872,0.003540793935767006,0.048424097346898065,0.0036904049471374427,0.34624975064831437,0.008876920007979254,0.09270895671254738,0.002942349890285258,0.00014961101137043686,0.005236385397965291,0.0008976660682226212,0.017554358667464593,0.02707959305804907,0.0042888489926191905,0.05296229802513465,0.010771992818671455,0.01865150608418113,0.001994813484939158,0.0,0.0028924795531617793,0.007380809894274885,0.0,0.003291442250149611,0.0004488330341113106,0.0028924795531617793,0.0,0.00014961101137043686,0.0005485737083582685,0.003989626969878316,4.9870337123478956e-05
22,GTEX-11EI6-0726-SM-59866,0.1661233307148468,0.0012765121759622938,0.024214454045561665,0.00396700706991359,0.004536527886881383,0.0033189316575019637,0.33595836606441476,0.034662215239591516,0.11123330714846819,0.004261586802827965,0.00039277297721916735,0.01836213668499607,0.0016496465043205027,0.003220738413197172,0.000589159465828751,0.0008248232521602514,0.004104477611940298,0.012882953652788688,0.005655930871956009,0.0041633935585231735,0.0,0.00015710919088766692,0.009917517674783974,0.0011586802827965436,0.0029850746268656717,0.00031421838177533385,0.20781618224666143,0.003495679497250589,0.00021602513747054204,0.001021209740769835,0.026826394344069127,0.0046936370777690495
23,GTEX-11EM3-0001-SM-5Q5BD,0.17285922039408025,0.0029085517123385324,0.007271379280846331,0.0011120933017764979,0.0007413955345176652,0.00011406085146425619,0.5112207362627962,0.00045624340585702475,0.13074225099090364,0.0,0.00028515212866064046,0.004077675439847158,0.06763808491830392,0.0006558498959194731,0.00011406085146425619,5.7030425732128093e-05,0.03840999173058827,0.0,0.017907553679888222,0.001996064900624483,0.0,0.0005703042573212809,0.0011120933017764979,0.0,0.0003706977672588326,0.0,0.00011406085146425619,0.019447375174655678,0.015398214947674585,0.0009410020245801135,0.0,0.0034788559696598137
24,GTEX-11EMC-0011-R8b-SM-DO91Z,0.2046814044213264,0.0018205461638491547,0.02800173385348938,0.002080624187256177,0.3022973558734287,0.002514087559601214,0.24187256176853056,0.02990897269180754,0.06805374945817079,0.0012136974425661032,8.669267446900737e-05,0.0019072388383181622,0.00034677069787602947,0.029475509319462505,0.017165149544863458,0.0007802340702210664,0.0029475509319462504,0.0027741655830082357,0.009709579540528826,0.0006935413957520589,0.0,0.00329432162982228,0.009362808842652795,0.0,0.002600780234070221,8.669267446900737e-05,0.002167316861725184,0.0,8.669267446900737e-05,0.00017338534893801473,0.033029908972691806,0.0008669267446900737
25,GTEX-11EMC-0926-SM-59863,0.16862601922842888,0.0007301935012778386,0.024339783375927956,0.0022635998539613,0.0030668127053669223,0.006644760861628332,0.3415115005476451,0.10035292685895096,0.1140562248995984,0.002287939637337228,0.0,0.0025800170378483633,0.0028720944383594984,0.004965315808689303,0.0002677376171352075,0.00038943653401484726,0.008786661798709992,0.031495679688450774,0.003115492272118778,0.001143969818668614,0.007472313496409882,0.0023609589874650115,0.01998296215163685,0.00012169891687963977,0.0011196300352926858,0.0034075696726299136,0.07204575879274674,0.0036753072897651212,0.00014603870025556772,0.005160034075696727,0.05162468054034319,0.013386880856760375
26,GTEX-11EMC-2226-SM-5A5JW,0.19792833146696528,0.0010576085604081125,0.01931690929451288,0.03412342914022645,0.006407863630707975,0.0007154410849819585,0.426247355978599,0.013157894736842105,0.12877939529675253,0.0012131392310563644,0.02644021401020281,0.0017419435112604206,0.0006843349508523081,0.003919372900335946,0.00015553067064825183,0.0002799552071668533,0.0042615403757621005,0.0031728256812243376,0.003950479034465597,0.034372278213263656,0.0,0.00012442453651860148,0.014744307577454274,3.110613412965037e-05,0.007434366056986438,6.221226825930074e-05,0.012318029115341545,0.0009953962921488118,0.005132512131392311,0.02373398034092323,0.02628468333955456,0.0012131392310563644
27,GTEX-11EQ8-0006-SM-5P9HJ,0.03803126643400105,8.764800560947236e-05,0.0005338560341667861,0.00010358400662937643,0.00011155200713932845,7.968000509952033e-06,0.0335213781453682,0.0,0.028397953817469044,0.0,0.0,0.0007091520453857309,0.006987936447227933,3.9840002549760165e-05,0.00014342400917913658,0.0,0.014326464916893754,2.3904001529856096e-05,0.0014023680897515577,0.0006055680387563545,0.0,0.0,3.187200203980813e-05,0.0,1.5936001019904065e-05,0.0,3.9840002549760165e-05,0.00905961657981546,7.968000509952033e-05,0.0028127041800130675,0.8621615591783398,0.0007649280489553951
28,GTEX-11EQ9-1426-SM-5987G,0.15474124441662637,0.00028450311530911265,0.024922472901078265,0.0038123417451421094,0.005206407010156761,0.008449742524680646,0.32476030612535206,0.0674272383282597,0.1101027056246266,0.004153745483513044,0.0,0.0023898261685965463,0.0007112577882727815,0.0010526615266437168,0.0009957609035818943,0.005035705140971293,0.005718512617713164,0.007254829440382372,0.004438248598822157,0.0007397080998036928,0.0,0.00034140373837093514,0.047796523371930924,0.0003983043614327577,0.0013656149534837406,0.00017070186918546757,0.2126376283820308,2.8450311530911264e-05,0.00034140373837093514,0.003869242368203932,0.00014225155765455633,0.0007112577882727815
29,GTEX-11GS4-0226-SM-5HL77,0.14878171735842716,0.0013443118803562427,0.017476054444631156,0.026449336246009075,0.009981515711645102,0.0017139976474542095,0.39973113762392876,0.0698033943874979,0.16420769618551503,0.0020836834145521762,0.04913459922702067,0.0021508990085699884,0.0010754495042849942,0.0038312888590152916,0.0003360779700890607,0.00023525457906234246,0.010956141824903377,0.008233910267181985,0.0027558393547302976,0.0354898336414048,0.0,0.00013443118803562428,0.01213241472021509,0.0002016467820534364,0.006990421777852461,3.360779700890607e-05,0.0013779196773651488,0.0005377247521424971,0.0013107040833473366,0.011897160141152748,0.0009746261132582759,0.008637203831288858
30,GTEX-11GS4-0526-SM-5A5KQ,0.2946554914553173,0.00032654838358550127,0.03613802111679547,0.002285838685098509,0.0019592903015130075,0.01643626864047023,0.24687057799063894,0.04016545118101665,0.08990965494720801,0.002938935452269511,0.0,0.002176989223903342,0.001197344073146838,0.02122564493305758,0.00021769892239033417,0.0006530967671710025,0.007184064438881027,0.008163709589637531,0.007401763361271361,0.00043539784478066834,0.0,0.13747686948949603,0.025906171764449766,0.00043539784478066834,0.0005442473059758355,0.00032654838358550127,0.018504408403178404,0.001415042995537172,0.0,0.002830085991074344,0.030368999673451618,0.0018504408403178403
31,GTEX-11GS4-2926-SM-5A5LF,0.16924070247933884,0.0005681818181818182,0.02068698347107438,0.002944214876033058,0.002892561983471074,0.006947314049586777,0.30643078512396693,0.10759297520661157,0.12014462809917355,0.002866735537190083,0.0,0.0026859504132231405,0.0030475206611570247,0.002453512396694215,0.00018078512396694214,0.00041322314049586776,0.01456611570247934,0.018207644628099172,0.003796487603305785,0.0008780991735537191,0.00640495867768595,0.004416322314049587,0.018078512396694214,5.165289256198347e-05,0.00046487603305785124,0.0038481404958677686,0.1572055785123967,0.0008522727272727272,0.00018078512396694214,0.0022985537190082644,0.006740702479338843,0.012913223140495868
32,GTEX-11GSP-0011-R1a-SM-9QEJ3,0.23059631595379332,0.003496721823290665,0.08204807992507025,0.0038089291289416173,0.06487667811426788,0.003371838901030284,0.31595379331876366,0.016297221354979706,0.09210115516703091,0.0031845145176397126,0.0003746487667811427,0.006306587574149235,6.244146113019045e-05,0.04227286918513893,0.031095847642834844,0.0015610365282547611,0.05638463940056197,0.008242272869185139,0.014923509210115517,0.001810802372775523,0.0,0.004745551045894474,0.005931938807368093,0.0,0.00274742428972838,0.00018732438339057135,0.0007492975335622854,0.0,0.0001248829222603809,0.00018732438339057135,0.006369029035279425,0.00018732438339057135
33,GTEX-11GSP-0011-R5a-SM-57WBE,0.23828441393142283,0.002622748486134146,0.09808307941528137,0.0038955528985227753,0.04933081343772901,0.004859798665483858,0.29374783044702435,0.013229451922706059,0.09040768311027114,0.009835306823003046,0.0001542793227137733,0.006556871215335365,0.001195664751031743,0.010953831912677903,0.028078836733906737,0.013576580398812049,0.08612643190496394,0.011995217340995873,0.01824352991090369,0.002429899332741929,0.0,0.0015042233964592895,0.006325452231264705,0.0,0.001928491533922166,0.00023141898407065992,0.0020827708566359395,0.0001542793227137733,0.0001928491533922166,0.00023141898407065992,0.003355575269024569,0.0003856983067844332
34,GTEX-11GSP-1726-SM-5A5LI,0.17985294615931963,0.0005082506014298784,0.032053671263511,0.004370955172296954,0.00681055805916037,0.008470843357164639,0.3349710297157185,0.04648798834411954,0.12221732795717141,0.0036594043302951244,0.0,0.0023379527665774403,0.000304950360857927,0.002981736861721953,0.00020330024057195134,0.002609019754006709,0.005285806254870735,0.009080744078880494,0.007488225527733541,0.001524751804289635,0.0,0.0011859180700030496,0.029004167654931724,0.0002371836140006099,0.002981736861721953,0.0005421339748585369,0.14539355538237386,0.00013553349371463422,3.3883373428658554e-05,0.0047097889065835395,0.035780842340663435,0.008775793718022565
35,GTEX-11I78-0001-SM-5Q5BE,0.15965583173996176,0.0028415126407478225,0.00889632462290206,0.001035691523263225,0.0005311238580837051,0.00021244954323348204,0.5310441895049925,0.0010622477161674102,0.1455279371149352,0.0,0.0004780114722753346,0.004116209900148714,0.07629594221372424,0.0005311238580837051,0.00015933715742511153,0.00018589335032929679,0.026954535797748036,2.6556192904185255e-05,0.011286381984278733,0.0015668153813469302,0.0,0.00026556192904185255,0.0017261525387720416,0.0,0.0003983428935627788,0.0,0.00015933715742511153,0.010117909496494583,0.012853197365625664,0.001540259188442745,0.0,0.0005311238580837051
36,GTEX-11LCK-0926-SM-5A5KA,0.2857142857142857,0.00010558547143912998,0.04329004329004329,0.0016365748073065146,0.0008446837715130398,0.0230704255094499,0.25852602681870973,0.01578502798014993,0.06150353711329321,0.0022172949002217295,0.0,0.0030091859360152043,0.00010558547143912998,0.02021961778059339,0.0004223418857565199,0.0003167564143173899,0.0021117094287825995,0.0066518847006651885,0.005332066307676064,0.0006863055643543448,0.0,0.18783655369021224,0.036479780382219405,0.0010030619786717348,0.0007390983000739098,5.279273571956499e-05,0.0366381585893781,5.279273571956499e-05,5.279273571956499e-05,0.0022172949002217295,0.0019005384859043396,0.0014781966001478197
37,GTEX-11NSD-0008-SM-5Q5BC,0.23428763481927342,0.002841516697729842,0.035534235693116194,0.0014665892633444345,0.012374346909468667,0.0009166182895902716,0.5222279935225641,0.024259830731155854,0.13498732011366066,0.0002138776009043967,9.166182895902716e-05,0.0009166182895902716,3.055394298634239e-05,0.0008860643466039293,0.0010388340615356411,0.0004583091447951358,0.001741574750221516,0.0058052491674050535,0.002444315438907391,0.0020776681230712823,0.0,0.00012221577194536956,0.008341226435271472,0.0008555104036175868,0.0007638485746585597,0.0,0.000794402517644902,3.055394298634239e-05,0.0005194170307678206,0.0038192428732927984,0.0,0.00015276971493171195
38,GTEX-11NSD-1626-SM-5986U,0.15509059534081104,0.0007190106413574921,0.023547598504457867,0.007226056945642796,0.004170261719873454,0.006722749496692551,0.35893011216566006,0.03239142939315502,0.14106988783433994,0.002444636180615473,0.0015099223468507334,0.0027681909692263444,0.006794650560828301,0.0021570319240724763,0.0008628127696289905,0.016537244751222317,0.01006614897900489,0.0034153005464480873,0.005823986194995686,0.004242162784009204,0.0,0.0005033074489502444,0.037748058671268334,0.0011504170261719873,0.009419039401783146,0.00021570319240724764,0.13344837503595053,0.025668679896462467,0.0004314063848144953,0.0025884383088869713,0.0002516537244751222,0.002085130859936727
39,GTEX-11NV4-0526-SM-5N9BF,0.15836580207057777,0.0001781142157408438,0.025381275743070243,0.002137370588890126,0.003361905822108427,0.007169097183568964,0.2937771345875543,0.17753534453968609,0.08320160302794166,0.0008683068017366136,0.0,0.0009573639096070356,0.0002894356005788712,0.00280529889791829,0.0002894356005788712,0.000512078370254926,0.004452855393521095,0.02293220527663364,0.002048313481019704,0.0007347211399309808,0.0029611488366915284,0.006746075921184459,0.02687298229989981,0.0,0.0002449070466436602,0.004720026717132361,0.14418345764221308,4.452855393521095e-05,2.2264276967605476e-05,0.0007569854168985862,0.00022264276967605477,0.02622731826783925
40,GTEX-11OF3-2526-SM-5P9JL,0.2392380204241948,0.0002356637863315004,0.019560094265514534,0.0017282010997643363,0.0005106048703849175,0.027690494893951294,0.19890023566378634,0.00828750981932443,0.0389630793401414,0.001296150824823252,0.00015710919088766692,0.00015710919088766692,0.0004713275726630008,0.33821681068342496,0.00015710919088766692,0.002199528672427337,0.0007462686567164179,0.005459544383346426,0.002592301649646504,7.855459544383346e-05,0.0,0.06508248232521603,0.03927729772191673,3.927729772191673e-05,0.0002356637863315004,7.855459544383346e-05,0.004988216810683425,0.0,7.855459544383346e-05,0.001767478397486253,0.0014139827179890023,0.00039277297721916735
41,GTEX-11ONC-0126-SM-5PNW6,0.21902654867256638,8.194034742707309e-05,0.023271058669288757,0.0022123893805309734,0.0016388069485414618,0.01802687643395608,0.22935103244837757,0.04154375614552606,0.08046542117338577,0.0007374631268436578,0.0,0.0018846279908226811,0.0008194034742707309,0.028761061946902654,8.194034742707309e-05,0.00032776138970829236,0.0032776138970829235,0.005244182235332678,0.005162241887905605,0.00016388069485414618,0.0,0.105375286791216,0.01778105539167486,0.00032776138970829236,0.0010652245165519501,8.194034742707309e-05,0.013356276630612915,0.0,0.0,0.0015568666011143888,0.19329727958046541,0.0050803015404785315
